0j
0j
0j
(-3.24800096136e-06+6.18814282774e-06j)
(-1.38698083038e-06+8.52479280267e-06j)
(2.48881598628e-06+1.58269202684e-05j)
(4.65523844767e-06+1.15465745283e-05j)
(8.40283270096e-06+1.35215370806e-05j)
(2.18277002665e-05+2.52234153222e-05j)
(1.98727052229e-05+1.78643549823e-05j)
(1.84115417336e-05+1.23801942747e-05j)
(4.38035852086e-05+2.08559009422e-05j)
(5.00597336308e-05+2.19644762094e-05j)
(7.47566668841e-05+3.19119138223e-05j)
(7.65180712133e-05+3.28960174758e-05j)
(7.69443583179e-05+3.3735074084e-05j)
(7.0603467813e-05+3.14150095734e-05j)
(5.5387488725e-05+2.48544111104e-05j)
(6.55022356872e-05+2.95128980169e-05j)
(6.4682063642e-05+2.91891870214e-05j)
(7.1675985896e-05+3.23147900474e-05j)
(6.70997884195e-05+3.01368178541e-05j)
(8.77665799468e-05+3.91550823194e-05j)
(7.56480935428e-05+3.34079055483e-05j)
(7.46035759096e-05+3.23089528867e-05j)
(0.000106697711248+4.45899256467e-05j)
(6.60675505781e-05+2.5792473023e-05j)
(6.85457955824e-05+2.36863181063e-05j)
(8.02421531366e-05+2.32377696581e-05j)
(4.89515481822e-05+9.34692857399e-06j)
0j
(2.72259943976e-05+1.49049702859e-06j)
(4.39459702259e-05+1.64219038287e-05j)
(2.56533678195e-05+1.45545882245e-05j)
(2.41730537331e-05+1.70174986247e-05j)
(4.01680919113e-05+3.31827418524e-05j)
(2.59977127705e-05+2.4194482619e-05j)
0j
0j
0j
